component,componentCategory,prop,propType,normalizedPropType,propCategory,defaultValue,acceptsObject,objectExample,acceptsNode,enumValues,documentedValues,description,conditionalRelationship,childSupport
Calendar,Visualizations,margin,string | object,union,layout,,true,"{ vertical: ""..."", horizontal: ""..."", top: ""..."", bottom: ""..."", left: ""..."", right: ""..."" }",false,"""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""","""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""",The amount of margin around the component.,,
Calendar,Visualizations,messages,string,string,behavior,strings and accessibility announcements,false,"({ previous: ""Moved to {date}"", next: ""Moved to {date}"", })",false,,,Custom messages for Calendar. Used for internationalization and customization of default strings and accessibility announcements. readers.,,
Calendar,Visualizations,onReference,function,function,event,,false,('2018-10-22T12:22:00Z') => {},false,('2018-10-22T12:22:00Z') => {},('2018-10-22T12:22:00Z') => {},Called with an ISO8601 date when the user navigates to a different month.,,
Calendar,Visualizations,onSelect,function,function,event,,false,('2018-10-22T12:22:00Z') => {},false,('2018-10-22T12:22:00Z') => {},('2018-10-22T12:22:00Z') => {},"Called with an ISO8601 date when the user selects a day. For single select, make this the subsequent 'date' property value. For multiple select or ranges, toggle values in 'dates'. Not specifying this property makes the component read only.",returns range when range=true,
Calendar,Visualizations,range,boolean | string,union,behavior,,false,,false,"true | false | ""array""","true | false | ""array""","Whether to automatically manage multiple date selection as a range. When the user clicks the first date, onSelect will be called with that date. When the user selects another date, onSelect will be called with an array of two dates.",enables date range selection,
Calendar,Visualizations,reference,string,enum,behavior,,false,,false,"""2018-10-12""","""2018-10-12""","The date to show if 'date' isn't set, in ISO8601 format.",,
Calendar,Visualizations,showAdjacentDays,boolean | string,union,behavior,,false,,false,"true | false | ""trim""","true | false | ""trim""",Whether to show the days from the previous and next months.,,
Calendar,Visualizations,size,string,string,layout,,false,,false,"""small"" | ""medium"" | ""large"" | ""string""","""small"" | ""medium"" | ""large"" | ""string""",What size to make it.,,
Cards,Visualizations,a11yTitle,string,string,accessibility,,false,"""a user friendly label for screen readers""",false,,,"Custom label to be used by screen readers. When provided, an aria-label will be added to the element.",,
Cards,Visualizations,alignSelf,string,enum,layout,,false,,false,"""start"" | ""center"" | ""end"" | ""stretch"" | ""baseline""","""start"" | ""center"" | ""end"" | ""stretch"" | ""baseline""",How to align along the cross axis when contained in a Box or along the column axis when contained in a Grid.,,
Cards,Visualizations,as,string | function,union,layout,,false,() => {},false,"""div"" | () => {}","""div"" | () => {}",The DOM tag or react component to use for the element.,,
Cards,Visualizations,children,function,function,content,,false,"{(datum) => ( <Card key={datum.city} as=""li""> <CardBody> <Heading level={2} size=""small"" margin=""none""> {datum.city} </Heading> </CardBody> <CardFooter>{datum.state}</CardFooter> </Card> )}",true,,,Function that will be called when each value is rendered.,,Card children
Cards,Visualizations,data,array,array,content,,false,"[ { ""date"": ""2020-05-28"", ""amount"": 88, ""percent"": 20 }, { ""date"": ""2020-05-27"", ""amount"": 77, ""percent"": 15 } ]",false,,,The data set.,,
Cards,Visualizations,gridArea,string,string,layout,,false,,false,"""a parent grid area name""","""a parent grid area name""",The name of the area to place this inside a parent Grid.,,
Cards,Visualizations,margin,string | object,union,layout,,true,"{ vertical: ""..."", horizontal: ""..."", top: ""..."", bottom: ""..."", left: ""..."", right: ""..."" }",false,"""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""","""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""",The amount of margin around the component.,,
Cards,Visualizations,onMore,function,function,event,,false,() => {},false,() => {},() => {},Use this to indicate that 'cards' doesn't contain all that it could.,,
Cards,Visualizations,pad,string | object,union,layout,,true,"{ vertical: ""..."", horizontal: ""..."", top: ""..."", bottom: ""..."", left: ""..."", right: ""..."", start: ""..."", end: ""..."" }",false,"""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""any CSS size""","""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""any CSS size""",The amount of padding around the Box contents.,,
Cards,Visualizations,paginate,boolean | object,union,behavior,,true,{},false,true | false,true | false,Whether to paginate the data.,,
Cards,Visualizations,show,number,number,behavior,,false,,false,10,10,Ensure that the item at this index is visible initially.,,
Cards,Visualizations,size,string,enum,layout,,false,,false,"""small""","""small""",The size of the columns given to the grid containing the cards.,,
Cards,Visualizations,step,number,number,behavior,,false,,false,50,50,How many items to render at a time.,,
Chart,Visualizations,a11yTitle,string,string,accessibility,,false,"""a user friendly label for screen readers""",false,,,"Custom label to be used by screen readers. When provided, an aria-label will be added to the element.",,
Chart,Visualizations,alignSelf,string,enum,layout,,false,,false,"""start"" | ""center"" | ""end"" | ""stretch"" | ""baseline""","""start"" | ""center"" | ""end"" | ""stretch"" | ""baseline""",How to align along the cross axis when contained in a Box or along the column axis when contained in a Grid.,,
Chart,Visualizations,animate,boolean,boolean,behavior,,false,,false,true | false,true | false,Whether to animate drawing.,,
Chart,Visualizations,bounds,array | object,union,behavior,,true,"{ x: { min: number, max: number }, y: { min: number, max: number } }",false,,,"The limits for the values, specified as a two dimensional array.",,
Chart,Visualizations,color,string | object | array,union,layout,,true,"{""color"": ""graph-0"", ""opacity"": true}",false,"""graph-0""","""graph-0""",A color identifier to use for the graphic color.,,
Chart,Visualizations,dash,boolean,boolean,behavior,,false,,false,true | false,true | false,Whether to use dashed lines for line or bar charts.,,
Chart,Visualizations,gap,string,string,layout,,false,,false,"""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""string""","""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""string""",The amount of spacing between data points. This is only used when the size specifies width as 'auto'.,,
Chart,Visualizations,gridArea,string,string,layout,,false,,false,"""a parent grid area name""","""a parent grid area name""",The name of the area to place this inside a parent Grid.,,
Chart,Visualizations,id,string,string,accessibility,,false,,false,"""chart_1""","""chart_1""",A unique identifier for the Chart. This is required if more than one Chart is shown and they use color gradients or if a pattern is specified.,,
Chart,Visualizations,margin,string | object,union,layout,,true,"{ vertical: ""..."", horizontal: ""..."", top: ""..."", bottom: ""..."", left: ""..."", right: ""..."" }",false,"""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""","""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""",The amount of margin around the component.,,
Chart,Visualizations,onClick,function,function,event,,false,() => {},false,() => {},() => {},Called when the user clicks on the visualization. Clicking on individual bars or points are handled via values[].onClick for those types of charts.,,
Chart,Visualizations,onHover,function,function,event,,false,(true) => {},false,(true) => {},(true) => {},Called with a boolean argument indicating when the user hovers onto or away from it. This is only available when the type is line or area.,,
Chart,Visualizations,opacity,string | boolean,union,behavior,,false,,false,"""weak"" | ""medium"" | ""strong"" | true | false","""weak"" | ""medium"" | ""strong"" | true | false",What opacity to apply to the visuals. Supersedes 'color.opacity',,
Chart,Visualizations,overflow,boolean,boolean,layout,,false,,false,true | false,true | false,Whether the chart strokes should overflow the component. Set this to true for precise positioning when stacking charts or including precise axes. Set this to false to have the graphical elements align with the component boundaries.,,
Chart,Visualizations,pad,string | object,union,layout,,true,"{ bottom: ""..."", end: ""..."", horizontal: ""..."", left: ""..."", right: ""..."", start: ""..."", top: ""..."", vertical: ""..."" }",false,"""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""any CSS size""","""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""any CSS size""","Spacing around the outer edge of the drawing coordinate area. Related to 'overflow', this allows control over how much space is available for bars and points to overflow into.",,
Chart,Visualizations,pattern,string,enum,behavior,,false,,false,"""squares"" | ""circles"" | ""stripesHorizontal"" | ""stripesVertical"" | ""stripesDiagonalDown"" | ""stripesDiagonalUp""","""squares"" | ""circles"" | ""stripesHorizontal"" | ""stripesVertical"" | ""stripesDiagonalDown"" | ""stripesDiagonalUp""","When using an 'area' type, what pattern to fill the area with.",,
Chart,Visualizations,point,string,enum,behavior,,false,,false,"""circle"" | ""diamond"" | ""square"" | ""star"" | ""triangle"" | ""triangleDown""","""circle"" | ""diamond"" | ""square"" | ""star"" | ""triangle"" | ""triangleDown""","When using a 'point' type, what shape the points should use. If this property is not specified, points will be drawn as a square or a circle, based on how 'round' is specified.",,
Chart,Visualizations,round,boolean,boolean,layout,,false,,false,true | false,true | false,Whether to round the line ends.,,
Chart,Visualizations,size,string | object,union,layout,,true,"{""height"": ""..."", ""width"": ""...""}",false,"""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""fill"" | ""full"" | ""any CSS size""","""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""fill"" | ""full"" | ""any CSS size""",The size of the Chart. 'full' is deprecated as 'fill' is more consistent with how that term is used elsewhere.,,
Chart,Visualizations,thickness,string | number,union,behavior,,false,,false,"""none"" | ""hair"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""string"" | 5","""none"" | ""hair"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""string"" | 5",The width of the stroke.,,
Chart,Visualizations,type,string,enum,behavior,,false,,false,"""bar"" | ""line"" | ""area"" | ""point""","""bar"" | ""line"" | ""area"" | ""point""",The visual type of chart.,affects shape of values array,
Chart,Visualizations,values,array,array,behavior,,false,"[ { color: ""string"" | { dark: ""string"", light: ""string"" }, label: ""string"", onClick: function, onHover: function, opacity: ""string"" | number | boolean, thickness: ""string"", value: ""..."" }, ]",false,,,Array of value objects describing the data.,required — defines data points,
Clock,Visualizations,a11yTitle,string,string,accessibility,,false,"""a user friendly label for screen readers""",false,,,"Custom label to be used by screen readers. When provided, an aria-label will be added to the element.",,
Clock,Visualizations,alignSelf,string,enum,layout,,false,,false,"""start"" | ""center"" | ""end"" | ""stretch"" | ""baseline""","""start"" | ""center"" | ""end"" | ""stretch"" | ""baseline""",How to align along the cross axis when contained in a Box or along the column axis when contained in a Grid.,,
Clock,Visualizations,gridArea,string,string,layout,,false,,false,"""a parent grid area name""","""a parent grid area name""",The name of the area to place this inside a parent Grid.,,
Clock,Visualizations,hourLimit,number | string,union,behavior,,false,,false,"12 | 24 | ""12"" | ""24""","12 | 24 | ""12"" | ""24""",Whether to roll over the hours after 12 or after 24.,,
Clock,Visualizations,margin,string | object,union,layout,,true,"{ vertical: ""..."", horizontal: ""..."", top: ""..."", bottom: ""..."", left: ""..."", right: ""..."" }",false,"""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""","""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""",The amount of margin around the component.,,
Clock,Visualizations,onChange,function,function,event,,false,('T10:37:46') => {},false,('T10:37:46') => {},('T10:37:46') => {},"If the clock is running, this function will be called with the current time value each time it changes.",,
Clock,Visualizations,precision,string,enum,behavior,,false,,false,"""hours"" | ""minutes"" | seconds","""hours"" | ""minutes"" | seconds",How precise a time to represent.,,
Clock,Visualizations,run,boolean | string,union,behavior,,false,,false,"true | false | ""backward"" | ""forward""","true | false | ""backward"" | ""forward""",Whether the clock should actively adjust time or be fixed to the time specified. 'backward' could be used as a countdown timer.,,
Clock,Visualizations,size,string,string,layout,,false,,false,"""xsmall"" | ""small"" | medium | ""large"" | ""xlarge"" | ""xxlarge"" | ""string""","""xsmall"" | ""small"" | medium | ""large"" | ""xlarge"" | ""xxlarge"" | ""string""","Size for both Analog and Digital Clocks. For Analog, there's also 'huge', that's equal to 'xxlarge' and exists for backwards compatibility",,
Clock,Visualizations,time,string,enum,behavior,,false,,false,"""2018-10-23T10:37:45"" | ""T10:37:45"" | ""PT10H37M45S""","""2018-10-23T10:37:45"" | ""T10:37:45"" | ""PT10H37M45S""","ISO8601 time or duration. For example: 'PT8H12M23S', 'T08:12:23', or '2015-02-22T08:12:23'. Any included date portion will be ignored. If not provided, the current browser time will be used.",,
Clock,Visualizations,type,string,enum,behavior,,false,,false,"""analog"" | ""digital""","""analog"" | ""digital""",What type of visualization to show.,,
DataChart,Visualizations,a11yTitle,string,string,accessibility,,false,"""a user friendly label for screen readers""",false,,,"Custom label to be used by screen readers. When provided, an aria-label will be added to the element.",,
DataChart,Visualizations,alignSelf,string,enum,layout,,false,,false,"""start"" | ""center"" | ""end"" | ""stretch"" | ""baseline""","""start"" | ""center"" | ""end"" | ""stretch"" | ""baseline""",How to align along the cross axis when contained in a Box or along the column axis when contained in a Grid.,,
DataChart,Visualizations,axis,boolean | string | object,union,behavior,,true,"{ x: boolean | string | { granularity: ""..."", property: ""date"" }, y: boolean | string | { granularity: ""..."", ""property"": ""amount"" } ] }",false,"true | false | ""date"" | ""coarse"" | ""medium"" | ""fine""","true | false | ""date"" | ""coarse"" | ""medium"" | ""fine""",Whether to show an axis and how it should look.,,
DataChart,Visualizations,bounds,string | object,union,behavior,,true,"{ x: [0, 100], y: [0, 100], }",false,"""align""","""align""","When set to 'align', indicates that the bounds of all series should be aligned. When not set, the bounds of each series property are based solely on the data found for that property.",,
DataChart,Visualizations,chart,string | object,union,behavior,,true,"{ property: ""..."", color: ""..."", dash: boolean, opacity: ""..."", pattern: ""..."", point: ""..."", round: boolean, thickness: ""..."", type: ""..."" }",false,"""property"" | ""string"" | array[""property1"", ""property2""] | array[{ property: ""..."", color: ""..."" }] | ""weak"" | ""medium"" | ""strong"" | number | boolean | ""squares"" | ""circles"" | ""stripesHorizontal"" | ""stripesVertical"" | ""stripesDiagonalDown"" | ""stripesDiagonalUp"" | ""circle"" | ""diamond"" | ""square"" | ""star"" | ""triangle"" | ""triangleDown"" | ""hair"" | ""xsmall"" | ""small"" | ""large"" | ""xlarge"" | ""none"" | ""bar"" | ""bars"" | ""line"" | ""area"" | ""areas"" | ""point""","""property"" | ""string"" | array[""property1"", ""property2""] | array[{ property: ""..."", color: ""..."" }] | ""weak"" | ""medium"" | ""strong"" | number | boolean | ""squares"" | ""circles"" | ""stripesHorizontal"" | ""stripesVertical"" | ""stripesDiagonalDown"" | ""stripesDiagonalUp"" | ""circle"" | ""diamond"" | ""square"" | ""star"" | ""triangle"" | ""triangleDown"" | ""hair"" | ""xsmall"" | ""small"" | ""large"" | ""xlarge"" | ""none"" | ""bar"" | ""bars"" | ""line"" | ""area"" | ""areas"" | ""point""",How to visualize the data.,,
DataChart,Visualizations,data,array,array,content,,false,"[ { ""date"": ""2020-05-28"", ""amount"": 88, ""percent"": 20 }, { ""date"": ""2020-05-27"", ""amount"": 77, ""percent"": 15 } ]",false,,,The data set.,required — paired with series,
DataChart,Visualizations,detail,boolean,boolean,behavior,,false,,false,true | false,true | false,"Whether to add the ability to interact with the chart via mouse or keyboard to show details on specific values in the chart. It shows all properties specified in 'series', using any 'render' functions therein.",,
DataChart,Visualizations,direction,string,enum,layout,,false,,false,"""horizontal"" | ""vertical""","""horizontal"" | ""vertical""",The orientation of the data.,,
DataChart,Visualizations,gap,string,string,layout,,false,,false,"""none"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""string""","""none"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""string""",The spacing between the axes and the Charts.,,
DataChart,Visualizations,gridArea,string,string,layout,,false,,false,"""a parent grid area name""","""a parent grid area name""",The name of the area to place this inside a parent Grid.,,
DataChart,Visualizations,guide,boolean | object,union,behavior,,true,"{ x: boolean | { granularity: ""coarse"" ""medium"" ""fine"" } y: boolean | { granularity: ""coarse"" ""medium"" ""fine"" } }",false,true | false,true | false,Whether to put guidelines underneath the chart graphics. See the description of 'granularity' under 'axis'.,,
DataChart,Visualizations,legend,boolean,boolean,behavior,,false,,false,true | false,true | false,Whether to include a legend,,
DataChart,Visualizations,margin,string | object,union,layout,,true,"{ vertical: ""..."", horizontal: ""..."", top: ""..."", bottom: ""..."", left: ""..."", right: ""..."" }",false,"""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""","""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""",The amount of margin around the component.,,
DataChart,Visualizations,offset,boolean | object,union,behavior,,true,"{ gap: ""string"" }",false,true | false,true | false,Whether to offset each chart by the thickness of the preceding charts. This can be used to show adjacent bar charts.,,
DataChart,Visualizations,pad,string | object,union,layout,,true,"{ vertical: ""..."", horizontal: ""..."", top: ""..."", bottom: ""..."", left: ""..."", right: ""..."", start: ""..."", end: ""..."" }",false,"""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""any CSS size""","""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""any CSS size""",Spacing around the outer edge of the drawing coordinate area for the graphic elements to overflow into.,,
DataChart,Visualizations,placeholder,string | node,union,content,,false,,true,"""loading..."" | <Box>...</Box>","""loading..."" | <Box>...</Box>","A text message or any content to place over the chart graphic. For example, to say ""loading ..."" when waiting for data to arrive.",,
DataChart,Visualizations,series,string | array[string] | object | array[object],union,content,,true,"{ label: ""string"", prefix: ""$"", property: ""string"", render: (value, datam, dataIndex) => element, suffix: ""%"" }",false,"""property""","""property""",,required — paired with data,
DataChart,Visualizations,size,string | object,union,layout,,true,"{ height: ""..."", width: ""..."" }",false,"""fill""","""fill""",The size of the Charts. This does not include the axes and any gap. It is passed through to the underlying Chart.,,
DataTable,Visualizations,a11yTitle,string,string,accessibility,,false,"""a user friendly label for screen readers""",false,,,"Custom label to be used by screen readers. When provided, an aria-label will be added to the element.",,
DataTable,Visualizations,alignSelf,string,enum,layout,,false,,false,"""start"" | ""center"" | ""end"" | ""stretch"" | ""baseline""","""start"" | ""center"" | ""end"" | ""stretch"" | ""baseline""",How to align along the cross axis when contained in a Box or along the column axis when contained in a Grid.,,
DataTable,Visualizations,allowSelectAll,onSelect | boolean,union,behavior,,false,,false,true | false,true | false,,,
DataTable,Visualizations,background,string | array | object,union,layout,,true,"{ header: ""dark-2"", body: [""white"", ""light-2""], footer: { dark: ""light-2"", light: ""dark-3"" } }",false,"""light-2""","""light-2""",Cell background.,,
DataTable,Visualizations,border,boolean | string | object,union,layout,,true,"{ color: ""border"", side: ""horizontal"", size: ""small"" }",false,"true | false | ""horizontal"" | ""vertical"" | ""top"" | ""bottom"" | ""right"" | ""left""","true | false | ""horizontal"" | ""vertical"" | ""top"" | ""bottom"" | ""right"" | ""left""",Cell border.,,
DataTable,Visualizations,columns,array,array,content,,false,"[ { align: ""..."", aggregate: ""..."", footer: node | { aggregate: ""..."" }, header: string | node | { aggregate: ""..."" }, pin: boolean, plain: boolean, primary: boolean, property: ""string"", render: function, search: boolean, sortable: boolean, size: ""..."", units: ""string"", verticalAlign: ""..."" } ]",false,"""start"" | ""center"" | ""end"" | ""avg"" | ""max"" | ""min"" | ""sum"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""1/2"" | ""1/4"" | ""2/4"" | ""3/4"" | ""1/3"" | ""2/3"" | ""string"" | ""middle"" | ""top"" | ""bottom""","""start"" | ""center"" | ""end"" | ""avg"" | ""max"" | ""min"" | ""sum"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""1/2"" | ""1/4"" | ""2/4"" | ""3/4"" | ""1/3"" | ""2/3"" | ""string"" | ""middle"" | ""top"" | ""bottom""",A description of the data.,defines column structure,
DataTable,Visualizations,data,array,array,content,,false,[{}],false,,,Array of data objects.,,
DataTable,Visualizations,disabled,array,array,state,,false,,false,,,"When supplied, disables 'onClickRow' and 'onSelect' interaction for the indicated rows. The values in this array should match the 'primaryKey' or 'columns[].primary' keyed value for the row's data object.",,
DataTable,Visualizations,fill,string | boolean,union,state,,false,,false,"""horizontal"" | ""vertical"" | true | false","""horizontal"" | ""vertical"" | true | false",Whether the width and/or height should fill the container.,,
DataTable,Visualizations,gridArea,string,string,layout,,false,,false,"""a parent grid area name""","""a parent grid area name""",The name of the area to place this inside a parent Grid.,,
DataTable,Visualizations,groupBy,string | object | expandLabel,union,behavior,,true,"{ ""property"": ""location"", ""expand"": [""Paris"", ""Los Angeles""], ""onExpand"": ""(key) => {...}"" ""expandLabel"": (row) => `details for ${row.name}`, }",false,"""location""","""location""",Property to group data by.,requires columns with key,
DataTable,Visualizations,margin,string | object,union,layout,,true,"{ vertical: ""..."", horizontal: ""..."", top: ""..."", bottom: ""..."", left: ""..."", right: ""..."" }",false,"""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""","""none"" | ""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge""",The amount of margin around the component.,,
DataTable,Visualizations,onClickRow,select | function | string,union,event,,false,({ datum }) => {...},false,({ datum }) => {...} | 'select',({ datum }) => {...} | 'select',,,
DataTable,Visualizations,onMore,function,function,event,,false,() => {},false,() => {},() => {},"Use this to indicate that 'data' doesn't contain all that it could. It will be called when all of the data rows have been rendered. This might be used when the total number of items that could be retrieved is more than you'd want to load into the browser. 'onMore' allows you to lazily fetch more from the server only when needed. This cannot be combined with properties that expect all data to be present in the browser, such as columns.search, sortable, groupBy, or columns.aggregate.",,
DataTable,Visualizations,onSearch,function,function,event,,false,"({ key: ""search text"", ... }) => {...}",false,"({ key: ""search text"", ... }) => {...}","({ key: ""search text"", ... }) => {...}","When supplied, and when at least one column has 'search' enabled, this function will be called with an object with keys for property names and values which are the search text strings. This is typically employed so a back-end can be used to search through the data.",,
DataTable,Visualizations,onSelect,function,function,event,,false,"(selected, datum) => {}",false,"(selected, datum) => {}","(selected, datum) => {}","When supplied, causes checkboxes to be added to each row such that the user can indicate which rows should be selected.",,
DataTable,Visualizations,onSort,function,function,event,,false,"({ property, direction }) => {}",false,"({ property, direction }) => {}","({ property, direction }) => {}",,,
DataTable,Visualizations,onUpdate,function,function,event,,false,"({ expanded, sort, show, count }) => {}",false,"({ expanded, sort, show, count }) => {}","({ expanded, sort, show, count }) => {}",,,
DataTable,Visualizations,pad,string | object,union,layout,,true,"{ vertical: ""..."", horizontal: ""..."", top: ""..."", bottom: ""..."", left: ""..."", right: ""..."", start: ""..."", end: ""..."" }",false,"""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""any CSS size""","""xxsmall"" | ""xsmall"" | ""small"" | ""medium"" | ""large"" | ""xlarge"" | ""any CSS size""",Cell padding.,,
DataTable,Visualizations,paginate,boolean | object,union,behavior,,true,{},false,true | false,true | false,Whether to paginate the data.,,
DataTable,Visualizations,pin,boolean | string,union,behavior,,false,,false,"true | false | ""header"" | ""footer""","true | false | ""header"" | ""footer""",Whether the header and/or footer should be pinned when not all rows are visible. A value of true pins both header and footer.,,
DataTable,Visualizations,placeholder,string | node,union,content,,false,,true,"""loading..."" | <Box>...</Box>","""loading..."" | <Box>...</Box>","A text message or any content to place over the table body. For example, to say ""loading ..."" when waiting for data to arrive.",,
DataTable,Visualizations,primaryKey,boolean | string,union,behavior,,false,,false,"true | false | ""property""","true | false | ""property""","When supplied, indicates the property for a data object to use to get a unique identifier. See also the 'columns.primary' description. It is recommended to use this property if it's possible that the primary column may be removed from the UI (i.e., hidden when using DataTableColumns). This will ensure data renders correctly. Setting primaryKey to false indicates there should be no unique identifier, avoid this as it's less accessible.",identifies unique rows,
DataTable,Visualizations,replace,boolean,boolean,behavior,,false,,false,true | false,true | false,Whether to replace previously rendered items with a generic spacing element when they have scrolled out of view. This is more performant but means that in-page searching will not find elements that have been replaced.,,
DataTable,Visualizations,resizeable,boolean,boolean,behavior,,false,,false,true | false,true | false,Whether to allow the user to resize column widths.,,
DataTable,Visualizations,rowDetails,expandLabel | function | object,union,behavior,,true,() => {},false,() => {},() => {},,,
